Topic,Source,Date Accessed,Question,Answer,Source:
Vaccine Distribution,World Health Organization,3/29/2021,How is WHO helping countries prepare for COVID-19 vaccines?,"Along with accelerating COVID-19 vaccine research and helping scale up manufacturing capacity, WHO is working in close partnership with countries, regional colleagues, and other partners to develop needed policies, strengthen regulatory capacity, training courses, and guide countries in all the needed preparations for a programme to deliver COVID-19 vaccines. WHO, UNICEF, and partners are supporting countries in preparing for COVID-19 vaccine introduction.TheCountryReadiness and Delivery workstream which is part of the ACT Accelerator hasdeveloped atoolboxwithguidance, tools, and trainings.For example, WHOs Strategic Advisory Group of Experts (SAGE) has issued interim policy recommendations for the rollout of the first COVID-19 vaccine approved for emergency use, the Pfizer-BioNTech COVID-19 vaccine. These recommendations can guide and support country decision-making bodies, such as the National Immunization Technical Advisory Groups, on the optimal use of existing COVID-19 vaccines. SAGE is expected to review other vaccines in the coming months.WHO has also developed detailed technical guidance and adaptable planning tools and templates to help countries plan for COVID-19 vaccines considering the many aspects of readiness that need to be put in place. These areas include planning and implementation, data and monitoring, supply and logistics, and acceptance and demand. To support initial preparations, a vaccine introduction readiness assessment tool (VIRAT) has been developed and disseminated. It provides countries with an integrated roadmap of milestones and a framework for self-monitoring progress in preparing for vaccine introduction. This will help ensure that COVID-19 vaccines reach those in need as soon as they are available.WHO advises every country to develop a National Deployment and Vaccination Plan (NDVP) for COVID-19 vaccines. Having one plan in each country, that comprehensively describes all elements of the countrys approach to COVID-19 vaccine rollout will be crucial for a coordinated effort.Guidance on developing that planis available from WHO, including all elements that a country needs to consider.",
Vaccine Distribution,World Health Organization,3/29/2021,When will COVID-19 vaccines be ready for distribution?,"The first COVID-19 vaccines have already begun to be introduced in countries. Before COVID-19 vaccines can be delivered: The vaccines must be proven safe and effective in large (phase III) clinical trials. Some COVID-19 vaccine candidates have completed their phase III trials, andmany other potential vaccines are being developed.Independent reviews of the efficacy and safety evidence is required for each vaccine candidate, including regulatory review and approval in the country where the vaccine is manufactured, before WHO considers a vaccine candidate forprequalification. Part of this process also involves theGlobal Advisory Committee on Vaccine Safety. In addition to review of the data for regulatory purposes, the evidence must also be reviewed for the purpose of policy recommendations on how the vaccines should be used.An external panel of expertsconvened by WHO, called the Strategic Advisory Group of Experts on Immunization (SAGE), analyzes the results from clinical trials, along with evidence on the disease, age groups affected, risk factors for disease, programmatic use, and other information. SAGE then recommends whether and how the vaccines should be used. Officials in individual countries decide whether to approve the vaccines for national use and develop policies for how to use the vaccines in their country based on the WHO recommendations. The vaccines must be manufactured in large quantities, which is a major and unprecedented challenge all the while continuing to produce all the other important life-saving vaccines already in use. As a final step, all approved vaccines will require distribution through a complex logistical process, with rigorous stock management and temperature control.WHO is working with partners aroundthe world to accelerate every step of this process, while also ensuring the highest safety standards are met. ",
Vaccine Distribution,World Health Organization,3/29/2021,Who should be excluded from receiving COVID-19 vaccines?,"Medical professionals can best advise individuals on whether or not they should receive a COVID-19 vaccine. However, based on available evidence, people with the following health conditions should generally be excluded from COVID-19 vaccination in order to avoid possible adverse effects: If you have a history of severe allergic reactions to any ingredients of the COVID-19 vaccine. If you are currently sick or experiencing symptoms of COVID-19, though you can get vaccinated once your primary symptoms have resolved. Further research is needed to determine the safety and efficacy of different COVID-19 vaccines in certain population groups. In addition to the general recommendations above, each vaccine may have specific considerations for specific populations and health conditions.",
Vaccine Distribution,Department of Health,3/31/2021,What can I do while waiting for the arrival of vaccines?,"The public should scrutinize and carefully evaluate information about COVID-19 and COVID-19 vaccination found online. Make it a habit to fact-check and verify from reputable sources. Continue observing minimum public health standards to prevent the spread of the virus. Report any fake news to KIRA (Katuwang na Impormasyon para sa Responsableng Aksyon): m.me/OfficalDOHgov. For further information regarding vaccines for COVID-19 in the Philippines, you may visit https://doh.gov.ph/vaccines.",
Vaccine Distribution,Department of Health,3/31/2021,Who will get the vaccines first?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated.",
Vaccine Distribution,Department of Health,3/31/2021,Who is the priority?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated.",
Vaccine Distribution,Department of Health,3/31/2021,Who is prioritized?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated.",
Vaccine Distribution,Department of Health,3/31/2021,Who is prioritized for the vaccine?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated.",
Vaccine Distribution,Department of Health,3/31/2021,Am I included in the priority list?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated.",
Vaccine Distribution,Department of Health,3/31/2021,Why will the prioritized groups get the vaccine first?,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,Why are they the priority?,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,04/01/2021,Why am I am not part of the priority?,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,"If I am not part of the priority group, how will I get access to the vaccine?","The government is continuing negotiations to ensure adequate vaccine supply for all Filipinos, including those not in the priority groups.",
Vaccine Distribution,Department of Health,3/31/2021,Where can I get the vaccine?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,Where can I get vaccinated?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,When can I get the vaccine?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,When can I get vaccinated?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,How can i get the vaccine?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,3/31/2021,Where can I purchase COVID vaccines?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Cable News Network (CNN),3/31/2021,How many vaccines will arrive in the Philippines?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers.

For more information on the COVID-19 vaccine deliveries and rollout in the Philippines, please visit the following website: https://www.cnnphilippines.com/news/2021/3/25/TIMELINE-COVID-19-vaccines-deliveries-rollout-Philippines.html",
Vaccine Distribution,Cable News Network (CNN),3/31/2021,When will vaccines arrive in the Philippines?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers.

For more information on the COVID-19 vaccine deliveries and rollout in the Philippines, please visit the following website: https://www.cnnphilippines.com/news/2021/3/25/TIMELINE-COVID-19-vaccines-deliveries-rollout-Philippines.html",
Vaccine Distribution,Cable News Network (CNN),3/31/2021,When will vaccines get here?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers.

For more information on the COVID-19 vaccine deliveries and rollout in the Philippines, please visit the following website: https://www.cnnphilippines.com/news/2021/3/25/TIMELINE-COVID-19-vaccines-deliveries-rollout-Philippines.html",
Vaccine Development,World Health Organization,3/29/2021,How is the research and development process being accelerated without compromising safety?,"WHO and its partners are committed to accelerating the development of COVID-19 vaccines while maintaining the highest standards on safety. In the past, vaccines have been developed through a series of steps that can take many years. Now, given the urgent need for COVID-19 vaccines, unprecedented financial investments and scientific collaborations are changing how vaccines are developed. This means that some of the steps in the research and development process have been happening in parallel, while still maintaining strict clinical and safety standards. For example, some clinical trials are evaluating multiple vaccines at the same time. However, this does not make the studies any less rigorous.",
Vaccine Development,World Health Organization,3/29/2021,How are vaccines being developed?,"WHO and its partners are committed to accelerating the development of COVID-19 vaccines while maintaining the highest standards on safety. In the past, vaccines have been developed through a series of steps that can take many years. Now, given the urgent need for COVID-19 vaccines, unprecedented financial investments and scientific collaborations are changing how vaccines are developed. This means that some of the steps in the research and development process have been happening in parallel, while still maintaining strict clinical and safety standards. For example, some clinical trials are evaluating multiple vaccines at the same time. However, this does not make the studies any less rigorous.",
Vaccine Development,World Health Organization,3/29/2021,What are human challenge studies? What is WHOs view on these studies?,"In a regular vaccine study, one group of volunteers at risk for a disease is given an experimental vaccine, and another group is not; researchers monitor both groups over time and compare outcomes to see if the vaccine is safe and effective. In a human challenge vaccine study, healthy volunteers are given an experimental vaccine, and then deliberately exposed to the organism causing the disease to see if the vaccine works. Some scientists believe that this approach could accelerate COVID-19 vaccine development, in part because it would require far fewer volunteers than a typical study. However, there are important ethical considerations that must be addressed particularly for a new disease like COVID-19, which we do not yet fully understand and are still learning how to treat; it may be difficult for the medical community and potential volunteers to properly estimate the potential risks of participating in a COVID-19 human challenge study. ",
Vaccine Development,World Health Organization,3/29/2021,What are human challenge studies? ,"In a regular vaccine study, one group of volunteers at risk for a disease is given an experimental vaccine, and another group is not; researchers monitor both groups over time and compare outcomes to see if the vaccine is safe and effective. In a human challenge vaccine study, healthy volunteers are given an experimental vaccine, and then deliberately exposed to the organism causing the disease to see if the vaccine works. Some scientists believe that this approach could accelerate COVID-19 vaccine development, in part because it would require far fewer volunteers than a typical study. However, there are important ethical considerations that must be addressed particularly for a new disease like COVID-19, which we do not yet fully understand and are still learning how to treat; it may be difficult for the medical community and potential volunteers to properly estimate the potential risks of participating in a COVID-19 human challenge study. ",
Vaccine Development,World Health Organization,3/29/2021,Who should participate in clinical trials for COVID-19 vaccines?,"Small (phase I) safety studies of COVID-19 vaccines should enroll healthy adult volunteers. Larger (phase II and III) studies should include volunteers that reflect the populations for whom the vaccines are intended. This means enrolling people from diverse geographic areas, racial and ethnic backgrounds, genders, and ages, as well as those with underlying health conditions that put them at higher risk for COVID-19. Including these groups in clinical trials is the only way to make sure that a vaccine will be safe and effective for everyone who needs it.",
Vaccine Development,World Health Organization,3/29/2021,How do I volunteer for a COVID-19 vaccine trial?,"Opportunities to volunteer for a COVID-19 vaccine trial vary from country to country. If you are interested in volunteering, check with local health officials or research institutions.",
Vaccine Development,World Health Organization,3/29/2021,What types of COVID-19 vaccines are being developed? How would they work?,"Scientists around the world are developing many potential vaccines for COVID-19. These vaccines are all designed to teach the body's immune system to safely recognize and block the virus that causes COVID-19. Several different types of potential vaccines for COVID-19 are in development, including: Inactivated or weakened virus vaccines, which use a form of the virus that has been inactivated or weakened so it doesn't cause disease, but still generates an immune response. Protein-based vaccines, which use harmless fragments of proteins or protein shells that mimic the COVID-19 virus to safely generate an immune response. Viral vector vaccines, which use a safe virus that cannot cause disease but serves as a platform to produce coronavirus proteins to generate an immune response. RNA and DNA vaccines, a cutting-edge approach that uses genetically engineered RNA or DNA to generate a protein that itself safely prompts an immune response.",
Vaccine Development,World Health Organization,3/29/2021,What types of COVID-19 vaccines are being developed?,"Scientists around the world are developing many potential vaccines for COVID-19. These vaccines are all designed to teach the body's immune system to safely recognize and block the virus that causes COVID-19. Several different types of potential vaccines for COVID-19 are in development, including: Inactivated or weakened virus vaccines, which use a form of the virus that has been inactivated or weakened so it doesn't cause disease, but still generates an immune response. Protein-based vaccines, which use harmless fragments of proteins or protein shells that mimic the COVID-19 virus to safely generate an immune response. Viral vector vaccines, which use a safe virus that cannot cause disease but serves as a platform to produce coronavirus proteins to generate an immune response. RNA and DNA vaccines, a cutting-edge approach that uses genetically engineered RNA or DNA to generate a protein that itself safely prompts an immune response.",
Vaccine Brands,Department of Health,3/31/2021,What vaccines for COVID-19 have been given Emergency Use Authorization (EUA) by the Philippine Food and Drug Administration?,The COVID-19 vaccine Coronavac (SInovac) is the third vaccine that was able to secure an EUA from the Philippine FDA. The other two vaccines to have secured an EUA are the Pfizer BioNTech and Oxford AstraZeneca COVID-19 vaccines.,
Vaccine Brands,Department of Health,3/31/2021,When did the Philippine FDA give an EUA to CoronVac (Sinovac)?,"The Philippine FDA gave CoronaVac (SinoVac) an EUA last February 22, 2021.",
Vaccine Brands,Department of Health,3/31/2021,Which countries aside from the Philippines have an EUA for CoronoVac (SinoVac) COVID-19 vaccine?,"As of Feb 11, 2021, China, Brazil, Indoneisa, Turkey, and Brazil have EUA approvals for CoronaVac (SinoVac).",
Vaccine Brands,Department of Health,3/31/2021,Is SinoVac safe?,"Based on the analysis done by the Philippine FDA which experts have agreed on, the satefy profile of CoronaVac (SinoVac) is good for clinically healthy individuals from age 18 to 59 years old. Possible adverse events are mild to moderate, and there is a low chance of allergy or anaphylaxis.",
Vaccine Brands,Department of Health,04/01/2021,Is SinoVac dangerous?,"Based on the analysis done by the Philippine FDA which experts have agreed on, the satefy profile of CoronaVac (SinoVac) is good for clinically healthy individuals from age 18 to 59 years old. Possible adverse events are mild to moderate, and there is a low chance of allergy or anaphylaxis.",
Vaccine Brands,Department of Health,3/31/2021,Is SinoVac effective?,"Based on its clinical trial, CoronaVac (SinoVac) is 50% effective in preventing mild symptoms, 78% effective in preventing moderate symptoms, and 100% efffective in preventing severe symptoms.",
Vaccine Brands,Department of Health,3/31/2021,Is SinoVac effective for health workers?,"While the FDA mentioned that CoronaVac (SinoVac) is not ideal for healthcare workers, experts from the National Immunization Technical Advisory Group (NITAG) and DOH Technical Advisory Group (TAG) reviewed the data. After evaluation, the experts agreed that the CoronaVac (SinoVac) vaccine is beneficial for healthcare workers after considering the overall data and evidence.",
Vaccine Brands,Department of Health,3/31/2021,Can senior citizens get Sinovac?,"Based on the analysis done by the Philippine FDA which experts have agreed on, the satefy profile of CoronaVac (SinoVac) is good for clinically healthy individuals from age 18 to 59 years old. Possible adverse events are mild to moderate, and there is a low chance of allergy or anaphylaxis.",
Vaccine Brands,Department of Health,3/31/2021,Can healthcare workers refuse the CoronaVac (SinoVac) vaccine?,Healthcare workers may refuse vaccination. Their status in the priority list will not change as well should they refuse to get the CoronaVac (SinoVac) vaccine.,
Vaccine Brands,Department of Health,3/31/2021,Who should get COVID-19 Vaccine AstraZeneca?,Only persons aged 18 or older may receive COVID-19 Vaccine AstraZeneca.,
Vaccine Brands,Department of Health,3/31/2021,Who should NOT get COVID-19 Vaccine AstraZeneca?,"Do not get the vaccine if you: Had a severe allergic reaction after receiving the first dose of this vaccine, Had a severe allergic reaction to any of its ingredients, Are below 18 years of age",
Vaccine Brands,Department of Health,3/31/2021,Who cannot get COVID-19 Vaccine AstraZeneca?,"Do not get the vaccine if you: Had a severe allergic reaction after receiving the first dose of this vaccine, Had a severe allergic reaction to any of its ingredients, Are below 18 years of age",
Vaccine Brands,Department of Health,3/31/2021,Who should not get vaccinated?,"Do not get the vaccine if you: Had a severe allergic reaction after receiving the first dose of this vaccine, Had a severe allergic reaction to any of its ingredients, Are below 18 years of age",
Vaccine Brands,Department of Health,3/31/2021,Can I receive COVID-19 Vaccine AstraZeneca if I have other medical conditions?,"If you are immunocompromised, have another acute illness or autoimmune condition, or if you are a person living with HIV, consult your healthcare provider for options.",
Vaccine Brands,Department of Health,3/31/2021,Can I receive COVID-19 Vaccine AstraZeneca if I am pregnant or breastfeeding?,"If you are pregnant or breastfeeding, consult your healthcare provider for your options.",
Vaccine Brands,Department of Health,3/31/2021,Will COVID-19 Vaccine AstraZeneca give me COVID-19?,COVID-19 Vaccine AstraZeneca does not contain SARS-CoV-2 or any of its components and cannot give you COVID-19. ,
Vaccine Brands,Department of Health,3/31/2021,Do I need to get tested before receiving COVID-19 Vaccine AstraZeneca?,"You do not need to get tested before getting COVID-19 vaccination. You only need to wear your face mask, face shield, and stay 1 at least meter away from others when you get vaccinated.",
Vaccine Brands,Department of Health,3/31/2021,What should I tell my provider before getting COVID-19 Vaccine AstraZeneca?,"Before getting vaccinated, remember to tell your vaccination provider all your medical conditions, such as if you: Have any allergies, are immunocompromised or use medicines affecting your immune system, are pregnant or plan to become pregnant, are breastfeeding, have a fever, have bleeding disorders or use blood thinners, have received a different COVID-19 vaccine. Providers will only schedule recipients for vaccination after complete health screening.",
Vaccine Brands,Department of Health,3/31/2021,What should I do before getting vaccinated?,"Before getting vaccinated, remember to tell your vaccination provider all your medical conditions, such as if you: Have any allergies, are immunocompromised or use medicines affecting your immune system, are pregnant or plan to become pregnant, are breastfeeding, have a fever, have bleeding disorders or use blood thinners, have received a different COVID-19 vaccine. Providers will only schedule recipients for vaccination after complete health screening.",
Vaccine Brands,Department of Health,3/31/2021,What are the benefits of COVID-19 Vaccine AstraZeneca?,Studies have shown that COVID-19 Vaccine AstraZeneca can prevent symptomatic COVID-19 for persons aged 18 and older. Experts continue to monitor its safety for persons more than 56 years of age and long-term protection as more clinical trials finish.,
Vaccine Brands,Department of Health,3/31/2021,What are the risks of COVID-19 Vaccine Astrazeneca?,"Some side effects reported from COVID-19 AstraZeneca include: tenderness and/or pain in injection site, headache, general discomfort or malaise, chills or increased body temperature, nausea
allergic reactions. Health specialists continue to monitor potential serious or unexpected effects from COVID-19 Vaccine AstraZeneca.",
Vaccine Brands,Department of Health,3/31/2021,What should I do in case of severe reaction to COVID-19 Vaccine AstraZeneca?,"In the unlikely chance COVID-19 Vaccine AstraZeneca causes severe allergic reactions, your provider may ask you to stay at the vaccination site for monitoring. Signs of severe allergic reaction include: breathing difficulty, swelling of face and/or throat, fast heartbeat, rash all over the body, weakness or dizziness. Call your provider if any discomfort, side effects or unusual symptoms persist 24 hours after getting COVID-19 Vaccine AstraZeneca.",
Vaccine Brands,Department of Health,3/31/2021,Can I receive COVID-19 Vaccine AstraZeneca with other vaccines? ,"If you have received any other injections recently, inform your provider and wait two weeks before getting COVID-19 Vaccine AstraZeneca. ",
Vaccine Doses and Frequency,Department of Health,3/31/2021,How will I know the schedule for my next vaccine dose?,"After getting the first dose, your provider will give you a vaccination card that shows when you should return for your second COVID-19 dose.",
Vaccine Doses and Frequency,Department of Health,3/31/2021,How will I know the schedule for my second dose?,"After getting the first dose, your provider will give you a vaccination card that shows when you should return for your second COVID-19 dose.",
Vaccine Brands,Department of Health,3/31/2021,Can I choose the brand of vaccine I will receive?,The National Government will vaccinate based on prioritization and vaccine delivery schedules. Priority groups will receive FDA-approved vaccines delivered first.,
Getting Vaccinated,Department of Health,3/31/2021,How much do vaccines cost?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,3/31/2021,How much is the cost?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,3/31/2021,Do I need to pay for the vaccine?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,04/01/2021,Is the vaccine free?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,04/01/2021,How much will be the vaccine be?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,04/01/2021,Is the vaccine expensive?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,04/01/2021,Is the vaccine cheap?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,04/01/2021,How much is the vaccine?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Getting Vaccinated,Department of Health,04/01/2021,Is it free?,Government will provide the vaccine for free. You do not need to pay for anything to be vaccinated.,
Vaccine Brands,Department of Health,3/31/2021,What are the available vaccine brands in the Philippines?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers. For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker",
Vaccine Brands,Department of Health,3/31/2021,What are already available in the Philippines?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers. For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker",
Vaccine Brands,Department of Health,3/31/2021,What vaccines are available in the Philippines?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers. For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker",
Vaccine Brands,Department of Health,3/31/2021,Are vaccines already available in the Philippines?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers. For more information on the available vaccine brands in the Philippines, please visit DOH's website: https://doh.gov.ph/covid19vaccinestracker",
Vaccine Safety,Department of Health,3/30/2021,Can I get COVID-19 from the Vaccine?,You cannot get COVID-19 from the vaccine because there is no live virus in any of the vaccines presently available.,
Vaccine Safety,Department of Health,3/30/2021,Will I get sick from the vaccine?,You cannot get COVID-19 from the vaccine because there is no live virus in any of the vaccines presently available.,
Getting Vaccinated,Department of Health,3/30/2021,What do I need to remember to do after I get my vaccine?,"Remember, vaccines only add to the protection provided by the BIDA behaviors (bawal walang mask, i-sanitize ang mga kamay, dumistansya ng isang metro, alamin ang tamang impormasyon) and minimum public health standards.",
Getting Vaccinated,Department of Health,3/30/2021,I am experiencing fever and pain at the injection site after vaccination. Should I be alarmed?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days.",
Getting Vaccinated,Department of Health,3/30/2021,What will I feel after the vaccine?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days.",
Getting Vaccinated,Department of Health,3/30/2021,Is it normal to feel sore after getting the vaccine?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days.",
Getting Vaccinated,Department of Health,3/30/2021,Is it normal to experience flu after getting vaccinated?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days.",
Getting Vaccinated,Department of Health,3/30/2021,What are normal reactions to the vaccine?,"Local reactions like pain, redness, and swelling at the injection site and flu-like symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is buidling up the immune response from the vaccine. These symptoms will resolve in on to three days.",
Getting Vaccinated,Department of Health,3/30/2021,What should I do if my symptoms got worse? Or did not resolve in 3 days,"Consult your doctor or nearest facility if they don't resolve after 3 days, or if they worsen after one day.",
Getting Vaccinated,Department of Health,3/31/2021,Can I purchase the vaccine from private clinics or pharmacies?,"You cannot purchase COVID-19 vaccines from private clinics or pharmacies. At present, only the government is duly authorized to procure and administer vaccines. Until a full market authorization is issued by the Philippine FDA, any COVID-19 vaccine should not be sold to the public.",
Getting Vaccinated,Department of Health,3/31/2021,Can I buy vaccines at pharmacies?,"You cannot purchase COVID-19 vaccines from private clinics or pharmacies. At present, only the government is duly authorized to procure and administer vaccines. Until a full market authorization is issued by the Philippine FDA, any COVID-19 vaccine should not be sold to the public.",
Getting Vaccinated,Department of Health,3/31/2021,Is the vaccine free for priority groups?,The cost of vaccines for priority groups will be shouldered by the Philippine government.,
Vaccines General Info,Department of Health,3/31/2021,What if I do not want to get vaccinated?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it.",
Getting Vaccinated,Department of Health,3/31/2021,What to do before getting vaccinated?,"While we wait for the vaccines to arrive, make sure you obtain accurate information only from the right sources. Ask only licensed medical professionals so that you are correctly advised regarding COVID-19 vaccination. Verify things you may have read or heard. It is only when you are armed with the right information can you rightfully decide yourself if you will be vaccinated. Your health history will be crucial in determining whether you should get vaccinated or what vaccines are appropriate for you. It is therefore important that you take the health screening seriously. Show up on the day of your screening and declare your complete medical history (e.g. allergies, risky behavior). The health care professional will only be able to assess you correctly if you provide the correct information. If you did not undergo screening, you will not be booked or scheduled for vaccination.",
Getting Vaccinated,Department of Health,3/31/2021,What do I do prior to vaccination?,"While we wait for the vaccines to arrive, make sure you obtain accurate information only from the right sources. Ask only licensed medical professionals so that you are correctly advised regarding COVID-19 vaccination. Verify things you may have read or heard. It is only when you are armed with the right information can you rightfully decide yourself if you will be vaccinated. Your health history will be crucial in determining whether you should get vaccinated or what vaccines are appropriate for you. It is therefore important that you take the health screening seriously. Show up on the day of your screening and declare your complete medical history (e.g. allergies, risky behavior). The health care professional will only be able to assess you correctly if you provide the correct information. If you did not undergo screening, you will not be booked or scheduled for vaccination.",
